"state","year","season","avg_temp"
"CO",2017,"Fall",8.88201284796574
"CO",2017,"Spring",7.07388663967611
"CO",2017,"Summer",18.6717472118959
"CO",2017,"Winter",-1.65993377483444
"CO",2018,"Fall",7.04335205992509
"CO",2018,"Spring",7.37467105263158
"CO",2018,"Summer",19.4056237218814
"CO",2018,"Winter",-3.07909663865546
"CO",2019,"Fall",6.3470066518847
"CO",2019,"Spring",5.21420765027322
"CO",2019,"Summer",17.4548958333333
"CO",2019,"Winter",-4.4
"CO",2020,"Fall",7.57866817155756
"CO",2020,"Spring",6.05695931477516
"CO",2020,"Summer",18.0323333333333
"CO",2020,"Winter",-4.949
"CO",2021,"Fall",7.56843891402715
"CO",2021,"Spring",4.88947368421053
"CO",2021,"Summer",18.3676991150442
"CO",2021,"Winter",-3.93115124153499
"CT",2011,"Fall",12.6368131868132
"CT",2011,"Spring",9.26618181818182
"CT",2011,"Summer",21.814693877551
"CT",2011,"Winter",-2.06226765799257
"CT",2012,"Fall",9.84549763033175
"CT",2012,"Spring",11.0454301075269
"CT",2012,"Summer",21.9411627906977
"CT",2012,"Winter",0.405238095238095
"CT",2013,"Fall",11.461316872428
"CT",2013,"Spring",9.0406976744186
"CT",2013,"Summer",21.7682971014493
"CT",2013,"Winter",-1.61561181434599
"CT",2014,"Fall",10.6782967032967
"CT",2014,"Spring",7.31806569343066
"CT",2014,"Summer",20.7514227642276
"CT",2014,"Winter",-2.40308056872038
"CT",2015,"Fall",12.0518779342723
"CT",2015,"Spring",7.14
"CT",2015,"Summer",21.175
"CT",2015,"Winter",-3.89874476987448
"CT",2016,"Fall",12.1653846153846
"CT",2016,"Spring",9.9911231884058
"CT",2016,"Summer",22.6078467153285
"CT",2016,"Winter",-0.846886446886447
"CT",2017,"Fall",12.5961538461538
"CT",2017,"Spring",8.31123188405797
"CT",2017,"Summer",20.7846014492754
"CT",2017,"Winter",-0.711296296296296
"CT",2018,"Fall",11.0056776556777
"CT",2018,"Spring",8.34057971014493
"CT",2018,"Summer",22.4174796747967
"CT",2018,"Winter",-0.759586466165413
"CT",2019,"Fall",10.7487179487179
"CT",2019,"Spring",8.42753623188406
"CT",2019,"Summer",21.6889492753623
"CT",2019,"Winter",-2.14560669456067
"CT",2020,"Fall",12.2642857142857
"CT",2020,"Spring",8.86260162601626
"CT",2020,"Summer",22.662676056338
"CT",2020,"Winter",0.501465201465201
"CT",2021,"Fall",13.1308641975309
"CT",2021,"Spring",9.41304347826087
"CT",2021,"Summer",21.8777551020408
"CT",2021,"Winter",-0.590185185185185
"DE",2011,"Fall",15.3542857142857
"DE",2011,"Spring",13.1319565217391
"DE",2011,"Summer",24.89651416122
"DE",2011,"Winter",2.93033333333333
"DE",2012,"Fall",13.9011235955056
"DE",2012,"Spring",14.4530434782609
"DE",2012,"Summer",24.9802173913043
"DE",2012,"Winter",5.0032293986637
"DE",2013,"Fall",14.0284922394678
"DE",2013,"Spring",11.4494103773585
"DE",2013,"Summer",24.1491304347826
"DE",2013,"Winter",3.05744444444444
"DE",2014,"Fall",14.1767032967033
"DE",2014,"Spring",11.2943231441048
"DE",2014,"Summer",23.4144144144144
"DE",2014,"Winter",1.4123595505618
"DE",2015,"Fall",15.7898901098901
"DE",2015,"Spring",12.3775219298246
"DE",2015,"Summer",24.2165938864629
"DE",2015,"Winter",2.62239819004525
"DE",2016,"Fall",15.5402197802198
"DE",2016,"Spring",13.2410975609756
"DE",2016,"Summer",24.7973799126638
"DE",2016,"Winter",2.51899313501144
"DE",2017,"Fall",15.8132516703786
"DE",2017,"Spring",12.5460869565217
"DE",2017,"Summer",23.8875545851528
"DE",2017,"Winter",3.97422222222222
"DE",2018,"Fall",15.0854945054945
"DE",2018,"Spring",11.616814159292
"DE",2018,"Summer",24.3186123348018
"DE",2018,"Winter",4.62171052631579
"DE",2019,"Fall",14.7330022075055
"DE",2019,"Spring",13.2045851528384
"DE",2019,"Summer",24.6784140969163
"DE",2019,"Winter",2.954
"DE",2020,"Fall",15.5003740648379
"DE",2020,"Spring",11.9873362445415
"DE",2020,"Summer",25.2101123595506
"DE",2020,"Winter",4.54954233409611
"DE",2021,"Fall",15.1781839622642
"DE",2021,"Spring",12.9934482758621
"DE",2021,"Summer",24.9093533487298
"DE",2021,"Winter",3.71678240740741
"FL",2011,"Fall",24.6939882697947
"FL",2011,"Spring",23.7440807799443
"FL",2011,"Summer",28.9467406380028
"FL",2011,"Winter",18.1907780979827
"FL",2012,"Fall",23.766
"FL",2012,"Spring",23.9700980392157
"FL",2012,"Summer",28.1166899441341
"FL",2012,"Winter",19.3677510608204
"FL",2013,"Fall",25.1225393700787
"FL",2013,"Spring",21.791765578635
"FL",2013,"Summer",28.1407279029463
"FL",2013,"Winter",19.812828438949
"FL",2014,"Fall",24.5286846275753
"FL",2014,"Spring",23.3829968944099
"FL",2014,"Summer",28.9332037325039
"FL",2014,"Winter",18.8230273752013
"FL",2015,"Fall",26.329552715655
"FL",2015,"Spring",25.2382763975155
"FL",2015,"Summer",29.0747634069401
"FL",2015,"Winter",19.8284911717496
"FL",2016,"Fall",25.4332547169811
"FL",2016,"Spring",24.2508702531646
"FL",2016,"Summer",28.6559748427673
"FL",2016,"Winter",19.0307317073171
"FL",2017,"Fall",25.4886172006745
"FL",2017,"Spring",23.7252450980392
"FL",2017,"Summer",28.60921875
"FL",2017,"Winter",20.0022292993631
"FL",2018,"Fall",26.0559485530547
"FL",2018,"Spring",22.9262052877138
"FL",2018,"Summer",28.7091051805338
"FL",2018,"Winter",19.438995215311
"FL",2019,"Fall",25.8329383886256
"FL",2019,"Spring",24.1372670807453
"FL",2019,"Summer",29.127523659306
"FL",2019,"Winter",20.0174757281553
"FL",2020,"Fall",26.3905555555556
"FL",2020,"Spring",24.7274525316456
"FL",2020,"Summer",29.0605555555556
"FL",2020,"Winter",19.1955858747994
"FL",2021,"Fall",25.049584717608
"FL",2021,"Spring",23.4488654781199
"FL",2021,"Summer",28.2287288135593
"FL",2021,"Winter",20.2063884156729
"GA",2011,"Fall",18.1633677991137
"GA",2011,"Spring",18.785734870317
"GA",2011,"Summer",28.6063150074294
"GA",2011,"Winter",9.27324046920821
"GA",2012,"Fall",17.8219730941704
"GA",2012,"Spring",20.5107913669065
"GA",2012,"Summer",26.5909495548961
"GA",2012,"Winter",11.2507947976879
"GA",2013,"Fall",18.4684615384615
"GA",2013,"Spring",15.3347902097902
"GA",2013,"Summer",25.9657407407407
"GA",2013,"Winter",10.8463942307692
"GA",2014,"Fall",17.813262195122
"GA",2014,"Spring",17.4027729636049
"GA",2014,"Summer",26.8893169877408
"GA",2014,"Winter",8.47208121827411
"GA",2015,"Fall",18.9492727272727
"GA",2015,"Spring",19.4830016583748
"GA",2015,"Summer",27.4807877813505
"GA",2015,"Winter",9.61035714285714
"GA",2016,"Fall",20.0670094936709
"GA",2016,"Spring",18.6161163522013
"GA",2016,"Summer",28.1021809369952
"GA",2016,"Winter",9.54950248756219
"GA",2017,"Fall",18.9620033112583
"GA",2017,"Spring",19.2191176470588
"GA",2017,"Summer",26.9629213483146
"GA",2017,"Winter",12.2579136690647
"GA",2018,"Fall",19.7963821892393
"GA",2018,"Spring",17.3544515103339
"GA",2018,"Summer",26.9868881118881
"GA",2018,"Winter",10.3671209540034
"GA",2019,"Fall",20.0402662229617
"GA",2019,"Spring",18.7979890310786
"GA",2019,"Summer",27.3488868274583
"GA",2019,"Winter",11.028853046595
"GA",2020,"Fall",20.3887301587302
"GA",2020,"Spring",18.9468203497615
"GA",2020,"Summer",27.2193217665615
"GA",2020,"Winter",10.3003327787022
"GA",2021,"Fall",18.6777777777778
"GA",2021,"Spring",18.1331496062992
"GA",2021,"Summer",26.8213375796178
"GA",2021,"Winter",11.0782504012841
"HI",2011,"Fall",22.4522388059702
"HI",2011,"Spring",21.5007396449704
"HI",2011,"Summer",22.6404411764706
"HI",2011,"Winter",20.6600917431193
"HI",2012,"Fall",22.4368263473054
"HI",2012,"Spring",21.0201470588235
"HI",2012,"Summer",22.5686390532544
"HI",2012,"Winter",20.882012195122
"HI",2013,"Fall",23.0343373493976
"HI",2013,"Spring",21.1542899408284
"HI",2013,"Summer",23.2244082840237
"HI",2013,"Winter",20.6492354740061
"HI",2014,"Fall",23.4012323943662
"HI",2014,"Spring",21.6105654761905
"HI",2014,"Summer",23.4883986928105
"HI",2014,"Winter",20.8425304878049
"HI",2015,"Fall",23.2927884615385
"HI",2015,"Spring",20.8283613445378
"HI",2015,"Summer",23.6636170212766
"HI",2015,"Winter",20.2086206896552
"HI",2016,"Fall",22.2344897959184
"HI",2016,"Spring",20.668306010929
"HI",2016,"Summer",22.9502232142857
"HI",2016,"Winter",20.0361386138614
"HI",2017,"Fall",22.3520576131687
"HI",2017,"Spring",20.7914746543779
"HI",2017,"Summer",23.1748953974895
"HI",2017,"Winter",19.6176595744681
"HI",2018,"Fall",23.0327800829875
"HI",2018,"Spring",21.1280487804878
"HI",2018,"Summer",23.1370044052863
"HI",2018,"Winter",20.5029661016949
"HI",2019,"Fall",23.8322784810127
"HI",2019,"Spring",20.8915983606557
"HI",2019,"Summer",23.7058333333333
"HI",2019,"Winter",20.4057203389831
"HI",2020,"Fall",22.4066298342541
"HI",2020,"Spring",20.9379310344828
"HI",2020,"Summer",22.4890710382514
"HI",2020,"Winter",20.9206572769953
"HI",2021,"Fall",23.0421568627451
"HI",2021,"Spring",21.5631067961165
"HI",2021,"Summer",23.3044811320755
"HI",2021,"Winter",21.2408839779006
"IA",2011,"Fall",9.51424050632911
"IA",2011,"Spring",7.30607476635514
"IA",2011,"Summer",22.1779251170047
"IA",2011,"Winter",-6.91733226837061
"IA",2012,"Fall",9.14612954186414
"IA",2012,"Spring",12.6336973478939
"IA",2012,"Summer",22.8914463452566
"IA",2012,"Winter",-3.85939968404423
"IA",2013,"Fall",9.19574803149606
"IA",2013,"Spring",5.5152950310559
"IA",2013,"Summer",21.0098746081505
"IA",2013,"Winter",-7.52479806138934
"IA",2014,"Fall",7.79606299212598
"IA",2014,"Spring",6.62801251956181
"IA",2014,"Summer",20.4171742808799
"IA",2014,"Winter",-8.5841384863124
"IA",2015,"Fall",11.5571428571429
"IA",2015,"Spring",8.927421875
"IA",2015,"Summer",20.6496118012422
"IA",2015,"Winter",-5.99206349206349
"IA",2016,"Fall",12.3142295597484
"IA",2016,"Spring",9.55375
"IA",2016,"Summer",21.9605590062112
"IA",2016,"Winter",-5.88930269413629
"IA",2017,"Fall",10.1416403785489
"IA",2017,"Spring",8.44805295950156
"IA",2017,"Summer",21.0784360189573
"IA",2017,"Winter",-3.6748012718601
"IA",2018,"Fall",7.99015873015873
"IA",2018,"Spring",7.28245341614907
"IA",2018,"Summer",21.9170046801872
"IA",2018,"Winter",-6.84101748807631
"IA",2019,"Fall",9.35341685649203
"IA",2019,"Spring",6.62659409020218
"IA",2019,"Summer",21.547134935305
"IA",2019,"Winter",-7.80769230769231
"IA",2020,"Fall",9.23874172185431
"IA",2020,"Spring",7.90029411764706
"IA",2020,"Summer",22.790522875817
"IA",2020,"Winter",-5.06364522417154
"IA",2021,"Fall",11.6595604395604
"IA",2021,"Spring",9.44923913043478
"IA",2021,"Summer",22.7098913043478
"IA",2021,"Winter",-5.88322222222222
"ID",2011,"Fall",8.87343640196767
"ID",2011,"Spring",5.57473347547974
"ID",2011,"Summer",18.5763083451202
"ID",2011,"Winter",-3.75883685800604
"ID",2012,"Fall",9.31930501930502
"ID",2012,"Spring",8.21880701754386
"ID",2012,"Summer",19.9385838150289
"ID",2012,"Winter",-1.71555639666919
"ID",2013,"Fall",8.0156089193825
"ID",2013,"Spring",6.91349480968858
"ID",2013,"Summer",20.1696982397318
"ID",2013,"Winter",-5.56942703670546
"ID",2014,"Fall",9.14134366925065
"ID",2014,"Spring",7.62113402061856
"ID",2014,"Summer",19.1554384485666
"ID",2014,"Winter",-1.40094991364421
"ID",2015,"Fall",9.59956183057449
"ID",2015,"Spring",8.70467171717172
"ID",2015,"Summer",20.0972024866785
"ID",2015,"Winter",-1.05304501323919
"ID",2016,"Fall",9.60154346060114
"ID",2016,"Spring",9.03169117647059
"ID",2016,"Summer",19.3779179810726
"ID",2016,"Winter",-2.91216101694915
"ID",2017,"Fall",8.00917107583774
"ID",2017,"Spring",7.8215860899067
"ID",2017,"Summer",20.3383348174533
"ID",2017,"Winter",-3.60278564683664
"ID",2018,"Fall",8.41938144329897
"ID",2018,"Spring",8.0167750929368
"ID",2018,"Summer",19.6291417165669
"ID",2018,"Winter",-1.39498495486459
"ID",2019,"Fall",7.07102102102102
"ID",2019,"Spring",6.99487051792829
"ID",2019,"Summer",19.1778550148957
"ID",2019,"Winter",-2.63235897435897
"ID",2020,"Fall",8.93286432160804
"ID",2020,"Spring",7.77958984375
"ID",2020,"Summer",18.9817775571003
"ID",2020,"Winter",-2.04183884297521
"ID",2021,"Fall",9.42628083491461
"ID",2021,"Spring",7.53861003861004
"ID",2021,"Summer",21.3363935969868
"ID",2021,"Winter",-1.53054695562435
"IL",2011,"Fall",12.353391959799
"IL",2011,"Spring",10.9575067024129
"IL",2011,"Summer",24.5208987783595
"IL",2011,"Winter",-1.48920208152645
"IL",2012,"Fall",11.0838532110092
"IL",2012,"Spring",14.7672829581994
"IL",2012,"Summer",24.2214222222222
"IL",2012,"Winter",0.890594925634296
"IL",2013,"Fall",11.7528355387524
"IL",2013,"Spring",9.19314627414903
"IL",2013,"Summer",22.3407671721677
"IL",2013,"Winter",-3.0011546184739
"IL",2014,"Fall",10.465074906367
"IL",2014,"Spring",9.60332409972299
"IL",2014,"Summer",22.2930275229358
"IL",2014,"Winter",-5.1862134088763
"IL",2015,"Fall",14.0123848515865
"IL",2015,"Spring",10.4743375858685
"IL",2015,"Summer",22.3764170040486
"IL",2015,"Winter",-2.72534113060429
"IL",2016,"Fall",14.8406797116375
"IL",2016,"Spring",11.4149479166667
"IL",2016,"Summer",23.7907669021191
"IL",2016,"Winter",-2.04544513457557
"IL",2017,"Fall",13.0028810408922
"IL",2017,"Spring",11.2865191146881
"IL",2017,"Summer",22.468808630394
"IL",2017,"Winter",0.198746238716148
"IL",2018,"Fall",11.3351024208566
"IL",2018,"Spring",10.1147790055249
"IL",2018,"Summer",23.4498156682028
"IL",2018,"Winter",-1.89038825757576
"IL",2019,"Fall",11.9296116504854
"IL",2019,"Spring",9.78262476894639
"IL",2019,"Summer",23.0046976744186
"IL",2019,"Winter",-2.18041586073501
"IL",2020,"Fall",12.6448553054662
"IL",2020,"Spring",10.396783625731
"IL",2020,"Summer",23.8444902162719
"IL",2020,"Winter",-0.133123791102515
"IL",2021,"Fall",13.9596368715084
"IL",2021,"Spring",12.100408997955
"IL",2021,"Summer",24.1952590420332
"IL",2021,"Winter",-0.642492639842983
"IN",2011,"Fall",13.663679245283
"IN",2011,"Spring",11.8850909090909
"IN",2011,"Summer",24.0922509225092
"IN",2011,"Winter",-1.2765690376569
"IN",2012,"Fall",11.5906367041199
"IN",2012,"Spring",15.2896296296296
"IN",2012,"Summer",23.984309623431
"IN",2012,"Winter",1.94835164835165
"IN",2013,"Fall",12.3197033898305
"IN",2013,"Spring",9.84707112970711
"IN",2013,"Summer",22.2090717299578
"IN",2013,"Winter",-0.874774774774775
"IN",2014,"Fall",10.573623853211
"IN",2014,"Spring",9.66666666666667
"IN",2014,"Summer",22.0010964912281
"IN",2014,"Winter",-3.34732142857143
"IN",2015,"Fall",14.1158018867925
"IN",2015,"Spring",11.3631111111111
"IN",2015,"Summer",22.1122807017544
"IN",2015,"Winter",-1.46658653846154
"IN",2016,"Fall",15.2547619047619
"IN",2016,"Spring",12.2125
"IN",2016,"Summer",23.9742753623188
"IN",2016,"Winter",-1.01341911764706
"IN",2017,"Fall",13.2378228782288
"IN",2017,"Spring",11.8516981132075
"IN",2017,"Summer",22.345652173913
"IN",2017,"Winter",1.37137546468401
"IN",2018,"Fall",12.109328358209
"IN",2018,"Spring",10.4434782608696
"IN",2018,"Summer",23.3684306569343
"IN",2018,"Winter",-1.1706106870229
"IN",2019,"Fall",12.0100732600733
"IN",2019,"Spring",9.96145454545455
"IN",2019,"Summer",22.491847826087
"IN",2019,"Winter",-0.875555555555556
"IN",2020,"Fall",12.4829044117647
"IN",2020,"Spring",10.2411231884058
"IN",2020,"Summer",23.0155797101449
"IN",2020,"Winter",0.073992673992674
"IN",2021,"Fall",13.0771978021978
"IN",2021,"Spring",10.5048979591837
"IN",2021,"Summer",22.8902173913043
"IN",2021,"Winter",-1.49058577405858
"KS",2011,"Fall",13.9818681318681
"KS",2011,"Spring",12.9013586956522
"KS",2011,"Summer",27.678125
"KS",2011,"Winter",-0.445821727019499
"KS",2012,"Fall",14.0627747252747
"KS",2012,"Spring",17.2985054347826
"KS",2012,"Summer",26.8095441595442
"KS",2012,"Winter",3.16873278236915
"KS",2013,"Fall",13.968956043956
"KS",2013,"Spring",10.3577683615819
"KS",2013,"Summer",24.6275815217391
"KS",2013,"Winter",0.0836111111111111
"KS",2014,"Fall",12.7960641399417
"KS",2014,"Spring",12.1453168044077
"KS",2014,"Summer",24.7893175074184
"KS",2014,"Winter",-0.815694444444444
"KS",2015,"Fall",16.6538461538462
"KS",2015,"Spring",13.3261580381471
"KS",2015,"Summer",25.0929378531073
"KS",2015,"Winter",0.986312849162011
"KS",2016,"Fall",16.8166189111748
"KS",2016,"Spring",14.4029972752044
"KS",2016,"Summer",26.6221467391304
"KS",2016,"Winter",1.22438271604938
"KS",2017,"Fall",15.1427197802198
"KS",2017,"Spring",14.3487569060773
"KS",2017,"Summer",25.0577868852459
"KS",2017,"Winter",3.43997175141243
"KS",2018,"Fall",13.3934659090909
"KS",2018,"Spring",13.5287037037037
"KS",2018,"Summer",26.3638888888889
"KS",2018,"Winter",0.28875
"KS",2019,"Fall",13.7988888888889
"KS",2019,"Spring",12.3819293478261
"KS",2019,"Summer",24.9278551532033
"KS",2019,"Winter",0.451878612716763
"KS",2020,"Fall",13.4096385542169
